symbol,name,sector,market_value,index_weight,amount_shares,isin,country
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,17421410.65,0.09676,1569068,ES0113211835,Spain
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,17404543.9,0.09667,59179,US22788C1053,United States
BDX,BECTON DICKINSON,Health Care,17350789.85,0.09637,74419,US0758871091,United States
PDD,PDD HOLDINGS ADS INC,Consumer Discretionary,17323786.8,0.09622,152364,US7223041028,China
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,17293700.05,0.09605,803546,AU000000NAB4,Australia
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,17253610.2,0.09583,15670,US67103H1077,United States
CL,COLGATE-PALMOLIVE,Consumer Staples,17224161.11,0.09567,198641,US1941621039,United States
NOC,NORTHROP GRUMMAN CORP,Industrials,17133460.0,0.09516,37864,US6668071029,United States
BMO,BANK OF MONTREAL,Financials,17123708.48,0.09511,187895,CA0636711016,Canada
CS,AXA SA,Financials,17053562.48,0.09472,473225,FR0000120628,France
GD,GENERAL DYNAMICS CORP,Industrials,16930203.96,0.09403,59348,US3695501086,United States
APH,AMPHENOL CORP CLASS A,Information Technology,16843780.8,0.09355,151910,US0320951017,United States
TT,TRANE TECHNOLOGIES PLC,Industrials,16825173.36,0.09345,58106,IE00BK9ZQ967,United States
CTAS,CINTAS CORP,Industrials,16647779.64,0.09247,25131,US1729081059,United States
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,16587882.85,0.09213,208093,DE0007100000,Germany
PYPL,PAYPAL HOLDINGS INC,Financials,16487984.7,0.09158,265507,US70450Y1038,United States
DG,VINCI SA,Industrials,16387561.33,0.09102,135442,FR0000125486,France
FDX,FEDEX CORP,Industrials,16337631.21,0.09074,62033,US31428X1063,United States
3690,MEITUAN,Consumer Discretionary,16324888.43,0.09067,1307920,KYG596691041,China
PXD,PIONEER NATURAL RESOURCE,Energy,16225583.5,0.09012,60550,US7237871071,United States
MELI,MERCADOLIBRE INC,Consumer Discretionary,16103178.0,0.08944,11752,US58733R1023,United States
AON,AON PLC CLASS A,Financials,15955159.5,0.08862,51685,IE00BLP1HW54,United States
MCO,MOODYS CORP,Financials,15913008.0,0.08838,42480,US6153691059,United States
USB,US BANCORP,Financials,15902444.64,0.08833,403206,US9029733048,United States
EMR,EMERSON ELECTRIC,Industrials,15881977.83,0.08821,145293,US2910111044,United States
EL,ESSILORLUXOTTICA SA,Health Care,15860238.43,0.08809,72714,FR0000121667,France
8031,MITSUI LTD,Industrials,15706360.55,0.08724,339000,JP3893600001,Japan
HCA,HCA HEALTHCARE INC,Health Care,15597252.0,0.08663,52516,US40412C1018,United States
PCAR,PACCAR INC,Industrials,15553267.2,0.08639,136720,US6937181088,United States
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,15536016.1,0.08629,65747,US5719032022,United States
GLEN,GLENCORE PLC,Materials,15514122.53,0.08617,2624347,JE00B4T3BW64,United Kingdom
CEG,CONSTELLATION ENERGY CORP,Utilities,15454720.02,0.08584,84057,US21037T1097,United States
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,15450493.11,0.08582,35109,DE0008430026,Germany
BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,15382728.29,0.08544,539035,GB0002875804,United Kingdom
6098,RECRUIT HOLDINGS LTD,Industrials,15369235.25,0.08536,376500,JP3970300004,Japan
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,15211373.84,0.08449,102856,US6934751057,United States
939,CHINA CONSTRUCTION BANK CORP H,Financials,15030910.05,0.08348,24221260,CNE1000002H1,China
VLO,VALERO ENERGY CORP,Energy,14991652.38,0.08327,92262,US91913Y1001,United States
UCG,UNICREDIT,Financials,14973814.12,0.08317,400589,IT0005239360,Italy
CRH,CRH PUBLIC LIMITED PLC,Materials,14898826.23,0.08275,191051,IE0001827041,United Kingdom
2317,HON HAI PRECISION INDUSTRY LTD,Information Technology,14875268.58,0.08262,3251000,TW0002317005,Taiwan
INGA,ING GROEP NV,Financials,14846654.24,0.08246,918600,NL0011821202,Netherlands
MSI,MOTOROLA SOLUTIONS INC,Information Technology,14725435.34,0.08179,43379,US6200763075,United States
GM,GENERAL MOTORS,Consumer Discretionary,14678765.24,0.08153,345871,US37045V1008,United States
CSU,CONSTELLATION SOFTWARE INC,Information Technology,14662993.84,0.08144,5451,CA21037X1006,Canada
MRVL,MARVELL TECHNOLOGY INC,Information Technology,14658253.68,0.08141,224682,US5738741041,United States
WBC,WESTPAC BANKING CORPORATION CORP,Financials,14567358.64,0.08091,879954,AU000000WBC1,Australia
ECL,ECOLAB INC,Materials,14537568.78,0.08074,66318,US2788651006,United States
BNS,BANK OF NOVA SCOTIA,Financials,14522017.81,0.08066,311440,CA0641491075,Canada
INFY,INFOSYS LTD,Information Technology,14486156.09,0.08046,852749,INE009A01021,India
ROP,ROPER TECHNOLOGIES INC,Information Technology,14403961.86,0.08,27318,US7766961061,United States
NXPI,NXP SEMICONDUCTORS NV,Information Technology,14388263.25,0.07992,65595,NL0009538784,United States
ISP,INTESA SANPAOLO,Financials,14231561.41,0.07904,3987482,IT0000072618,Italy
NSC,NORFOLK SOUTHERN CORP,Industrials,14225665.89,0.07901,59207,US6558441084,United States
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,14195748.0,0.07885,71400,US43300A2033,United States
STLAM,STELLANTIS NV,Consumer Discretionary,14111951.23,0.07838,543894,NL00150001Q9,Italy
4568,DAIICHI SANKYO LTD,Health Care,14083968.31,0.07823,480100,JP3475350009,Japan
AZO,AUTOZONE INC,Consumer Discretionary,14057147.76,0.07808,4728,US0533321024,United States
KKR,KKR AND CO INC,Financials,13848379.15,0.07692,148349,US48251W1045,United States
COF,CAPITAL ONE FINANCIAL CORP,Financials,13846173.69,0.0769,97763,US14040H1059,United States
RACE,FERRARI NV,Consumer Discretionary,13726493.52,0.07624,32896,NL0011585146,Italy
WDAY,WORKDAY INC CLASS A,Information Technology,13712529.6,0.07616,53640,US98138H1014,United States
7267,HONDA MOTOR LTD,Consumer Discretionary,13704325.95,0.07612,1186800,JP3854600008,Japan
8766,TOKIO MARINE HOLDINGS INC,Financials,13702519.0,0.07611,453500,JP3910660004,Japan
AJG,ARTHUR J GALLAGHER,Financials,13644190.89,0.07578,58311,US3635761097,United States
ANZ,ANZ GROUP HOLDINGS LTD,Financials,13614925.43,0.07562,740928,AU000000ANZ3,Australia
BN,BROOKFIELD CORP CLASS A,Financials,13607274.53,0.07558,352296,CA11271J1075,Canada
EW,EDWARDS LIFESCIENCES CORP,Health Care,13600832.7,0.07554,157326,US28176E1082,United States
DXCM,DEXCOM INC,Health Care,13418181.6,0.07453,99912,US2521311074,United States
HDFCB,HDFC BANK LTD,Financials,13300528.81,0.07387,743433,INE040A01034,India
9984,SOFTBANK GROUP CORP,Communication,13299425.06,0.07387,261100,JP3436100006,Japan
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,13198252.8,0.07331,56640,US0091581068,United States
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,13150754.28,0.07304,180172,US0268747849,United States
BA.,BAE SYSTEMS PLC,Industrials,13029288.24,0.07237,813448,GB0002634946,United Kingdom
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,13011396.7,0.07227,225461,BE0974293251,Belgium
MMM,3M,Industrials,12988421.88,0.07214,141981,US88579Y1010,United States
2454,MEDIATEK INC,Information Technology,12952342.68,0.07194,399000,TW0002454006,Taiwan
BAS,BASF N,Materials,12915482.32,0.07174,237340,DE000BASF111,Germany
SU,SUNCOR ENERGY INC,Energy,12804861.74,0.07112,336204,CA8672241079,Canada
WELL,WELLTOWER INC,Real Estate,12790225.26,0.07104,140846,US95040Q1040,United States
7974,NINTENDO LTD,Communication,12726452.38,0.07069,259300,JP3756600007,Japan
8001,ITOCHU CORP,Industrials,12627070.65,0.07013,294400,JP3143600009,Japan
ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,12559137.38,0.06976,269468,ES0148396007,Spain
9983,FAST RETAILING LTD,Consumer Discretionary,12447210.99,0.06913,47000,JP3802300008,Japan
ENEL,ENEL,Utilities,12435288.73,0.06907,1987449,IT0003128367,Italy
WES,WESFARMERS LTD,Consumer Discretionary,12372963.86,0.06872,292525,AU000000WES1,Australia
D05,DBS GROUP HOLDINGS LTD,Financials,12248142.16,0.06803,457600,SG1L01001701,Singapore
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,12196694.74,0.06774,108456,GB00B0SWJX34,United Kingdom
SMCI,SUPER MICRO COMPUTER INC,Information Technology,12191870.88,0.06772,13131,US86800U1043,United States
F,FORD MOTOR CO,Consumer Discretionary,12160206.54,0.06754,1008309,US3453708600,United States
TFC,TRUIST FINANCIAL CORP,Financials,12158505.09,0.06753,340479,US89832Q1094,United States
ATCO A,ATLAS COPCO CLASS A,Industrials,12105401.57,0.06724,725151,SE0017486889,Sweden
NUE,NUCOR CORP,Materials,12099396.48,0.0672,63424,US6703461052,United States
NG.,NATIONAL GRID PLC,Utilities,12053040.37,0.06694,940258,GB00BDR05C01,United Kingdom
TRV,TRAVELERS COMPANIES INC,Financials,12037917.78,0.06686,57209,US89417E1091,United States
PRX,PROSUS NV,Consumer Discretionary,11964823.89,0.06646,391656,NL0013654783,Netherlands
MET,METLIFE INC,Financials,11808749.15,0.06559,168817,US59156R1086,United States
AFL,AFLAC INC,Financials,11785829.2,0.06546,145540,US0010551028,United States
CPRT,COPART INC,Industrials,11738367.2,0.0652,220646,US2172041061,United States
WMB,WILLIAMS INC,Energy,11706696.12,0.06502,311514,US9694571004,United States
