symbol,name,sector,market_value,index_weight,amount_shares,isin,country
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,1861222822.93,3.53608,4654337,US0846707026,United States
JPM,JPMORGAN CHASE & CO,Financials,1329825631.25,2.52649,7336969,US46625H1005,United States
XOM,EXXON MOBIL CORP,Energy,1204818497.08,2.28899,10165529,US30231G1022,United States
JNJ,JOHNSON & JOHNSON,Health Care,892739551.62,1.69609,6125563,US4781601046,United States
PG,PROCTER & GAMBLE,Consumer Staples,764250246.69,1.45197,4858861,US7427181091,United States
CVX,CHEVRON CORP,Energy,689126564.91,1.30925,4373463,US1667641005,United States
MRK,MERCK & CO INC,Health Care,659730800.19,1.2534,5268153,US58933Y1055,United States
WMT,WALMART INC,Consumer Staples,644973988.0,1.22536,10883800,US9311421039,United States
BAC,BANK OF AMERICA CORP,Financials,626505469.1,1.19028,17514830,US0605051046,United States
WFC,WELLS FARGO,Financials,537654738.72,1.02147,9153128,US9497461015,United States
DIS,WALT DISNEY,Communication,522569130.93,0.99281,4647951,US2546871060,United States
LIN,LINDE PLC,Materials,498269451.6,0.94665,1116120,IE000S9YS762,United States
CSCO,CISCO SYSTEMS INC,Information Technology,495853941.81,0.94206,10306671,US17275R1023,United States
ABT,ABBOTT LABORATORIES,Health Care,433993576.17,0.82453,4122671,US0028241000,United States
VZ,VERIZON COMMUNICATIONS INC,Communication,429240632.89,0.8155,10696253,US92343V1044,United States
GE,GE AEROSPACE,Industrials,421425558.24,0.80065,2755496,US3696043013,United States
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,419093532.39,0.79622,2309437,US4592001014,United States
CMCSA,COMCAST CORP CLASS A,Communication,396696953.66,0.75367,10012543,US20030N1019,United States
DHR,DANAHER CORP,Health Care,395399316.84,0.75121,1672869,US2358511028,United States
COP,CONOCOPHILLIPS,Energy,389205733.9,0.73944,3045190,US20825C1045,United States
INTC,INTEL CORPORATION CORP,Information Technology,375815948.64,0.714,10725341,US4581401001,United States
RTX,RTX CORP,Industrials,368101596.15,0.69934,3655065,US75513E1010,United States
PFE,PFIZER INC,Health Care,364638662.73,0.69276,14361507,US7170811035,United States
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,359731012.8,0.68344,3944419,US7181721090,United States
NEE,NEXTERA ENERGY INC,Utilities,333955660.42,0.63447,5217242,US65339F1012,United States
GS,GOLDMAN SACHS GROUP INC,Financials,323178930.54,0.614,801714,US38141G1040,United States
ETN,EATON PLC,Industrials,312683117.04,0.59406,1012116,IE00B8KQN827,United States
MU,MICRON TECHNOLOGY INC,Information Technology,310905946.26,0.59068,2777682,US5951121038,United States
SPGI,S&P GLOBAL INC,Financials,305215046.46,0.57987,738358,US78409V1044,United States
T,AT&T INC,Communication,297152453.93,0.56455,18196721,US00206R1023,United States
MCD,MCDONALDS CORP,Consumer Discretionary,294857131.72,0.56019,1088114,US5801351017,United States
