symbol,name,sector,market_value,index_weight,amount_shares,isin,country
4568,DAIICHI SANKYO LTD,Health Care,320595826.03,0.28731,10928600,JP3475350009,Japan
CRH,CRH PUBLIC LIMITED PLC,Materials,320353266.95,0.28709,4107962,IE0001827041,United Kingdom
INGA,ING GROEP NV,Financials,316785417.99,0.28389,19600314,NL0011821202,Netherlands
7267,HONDA MOTOR LTD,Consumer Discretionary,315279173.16,0.28254,27303300,JP3854600008,Japan
RACE,FERRARI NV,Consumer Discretionary,309915565.72,0.27774,742723,NL0011585146,Italy
9984,SOFTBANK GROUP CORP,Communication,309477773.97,0.27734,6075800,JP3436100006,Japan
ISP,INTESA SANPAOLO,Financials,309414939.55,0.27729,86693685,IT0000072618,Italy
7974,NINTENDO LTD,Communication,300914586.26,0.26967,6131100,JP3756600007,Japan
8001,ITOCHU CORP,Industrials,300892285.21,0.26965,7015300,JP3143600009,Japan
ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,298626782.76,0.26762,6407316,ES0148396007,Spain
ENEL,ENEL,Utilities,298378860.54,0.2674,47687897,IT0003128367,Italy
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,294866512.13,0.26425,5109436,BE0974293251,Belgium
BAS,BASF N,Materials,286475889.61,0.25673,5264394,DE000BASF111,Germany
D05,DBS GROUP HOLDINGS LTD,Financials,285671321.05,0.25601,10672900,SG1L01001701,Singapore
BA.,BAE SYSTEMS PLC,Industrials,285418068.27,0.25578,17819297,GB0002634946,United Kingdom
WES,WESFARMERS LTD,Consumer Discretionary,283195772.09,0.25379,6695392,AU000000WES1,Australia
NG.,NATIONAL GRID PLC,Utilities,280120440.21,0.25103,21852203,GB00BDR05C01,United Kingdom
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,278873327.31,0.24992,2479810,GB00B0SWJX34,United Kingdom
9983,FAST RETAILING LTD,Consumer Discretionary,273971059.01,0.24552,1034500,JP3802300008,Japan
CPG,COMPASS GROUP PLC,Consumer Discretionary,273328626.77,0.24495,10125424,GB00BD6K4575,United Kingdom
8411,MIZUHO FINANCIAL GROUP INC,Financials,272042472.34,0.2438,14160770,JP3885780001,Japan
ATCO A,ATLAS COPCO CLASS A,Industrials,266573211.96,0.23889,15968560,SE0017486889,Sweden
PRX,PROSUS NV,Consumer Discretionary,264272317.46,0.23683,8650678,NL0013654783,Netherlands
HOLN,HOLCIM LTD AG,Materials,260791107.51,0.23371,3056638,CH0012214059,Switzerland
SIKA,SIKA AG,Materials,258379934.0,0.23155,902598,CH0418792922,Switzerland
MQG,MACQUARIE GROUP LTD DEF,Financials,257099248.05,0.2304,2144669,AU000000MQG1,Australia
IFX,INFINEON TECHNOLOGIES AG,Information Technology,253993011.84,0.22762,7717921,DE0006231004,Germany
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,248740905.64,0.22291,49655685,GB00B63H8491,United Kingdom
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,246378744.83,0.2208,9316780,JP3463000004,Japan
LONN,LONZA GROUP AG,Health Care,245996277.82,0.22045,439775,CH0013841017,Switzerland
INVE B,INVESTOR CLASS B,Financials,245654132.48,0.22015,10264562,SE0015811963,Sweden
9433,KDDI CORP,Communication,242246410.35,0.21709,8846800,JP3496400007,Japan
7741,HOYA CORP,Health Care,239293367.83,0.21445,2086900,JP3837800006,Japan
DHL,DEUTSCHE POST AG,Industrials,238369146.46,0.21362,5842394,DE0005552004,Germany
BN,DANONE SA,Consumer Staples,237940412.55,0.21323,3780950,FR0000120644,France
LLOY,LLOYDS BANKING GROUP PLC,Financials,237789377.1,0.2131,374636359,GB0008706128,United Kingdom
VOLV B,VOLVO CLASS B,Industrials,237531785.89,0.21287,8891230,SE0000115446,Sweden
GIVN,GIVAUDAN SA,Materials,233285782.26,0.20906,54531,CH0010645932,Switzerland
ALC,ALCON AG,Health Care,232649663.19,0.20849,2942315,CH0432492467,Switzerland
ADS,ADIDAS N AG,Consumer Discretionary,230992299.0,0.20701,959638,DE000A1EWWW0,Germany
DB1,DEUTSCHE BOERSE AG,Financials,223651754.46,0.20043,1122724,DE0005810055,Germany
WKL,WOLTERS KLUWER NV,Industrials,221365419.59,0.19838,1469219,NL0000395903,Netherlands
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,217075834.4,0.19454,4214089,GB00B24CGK77,United Kingdom
EXPN,EXPERIAN PLC,Industrials,216215549.46,0.19377,5418899,GB00B19NLV48,United Kingdom
NDA FI,NORDEA BANK,Financials,213274483.46,0.19113,18645027,FI4000297767,Finland
WDS,WOODSIDE ENERGY GROUP LTD,Energy,213166197.23,0.19103,11249986,AU0000224040,Australia
ENI,ENI,Energy,211520835.25,0.18956,13034051,IT0003132476,Italy
BMW,BMW AG,Consumer Discretionary,209828194.71,0.18804,1841235,DE0005190003,Germany
6902,DENSO CORP,Consumer Discretionary,208644606.31,0.18698,11219500,JP3551500006,Japan
BARC,BARCLAYS PLC,Financials,205785911.26,0.18442,89873711,GB0031348658,United Kingdom
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,204360106.6,0.18314,2693657,FR0000125007,France
AAL,ANGLO AMERICAN PLC,Materials,203552234.14,0.18242,7495641,GB00B1XZS820,United Kingdom
III,3I GROUP PLC,Financials,203515762.88,0.18238,5745804,GB00B1YW4409,United Kingdom
GMG,GOODMAN GROUP UNITS,Real Estate,201918125.17,0.18095,10133350,AU000000GMG2,Australia
CAP,CAPGEMINI,Information Technology,201888363.16,0.18093,944981,FR0000125338,France
O39,OVERSEA-CHINESE BANKING LTD,Financials,199612485.68,0.17889,19827300,SG1S04926220,Singapore
9434,SOFTBANK CORP,Communication,199619739.05,0.17889,16926900,JP3732000009,Japan
ADYEN,ADYEN NV,Financials,197245608.69,0.17676,128318,NL0012969182,Netherlands
6367,DAIKIN INDUSTRIES LTD,Industrials,197188139.05,0.17671,1563200,JP3481800005,Japan
6146,DISCO CORP,Information Technology,193765270.82,0.17365,553500,JP3548600000,Japan
9432,NIPPON TELEGRAPH AND TELEPHONE COR,Communication,192930576.04,0.1729,175688400,JP3735400008,Japan
FLTR,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,192209564.1,0.17225,1045994,IE00BWT6H894,United Kingdom
4661,ORIENTAL LAND LTD,Consumer Discretionary,191942773.81,0.17201,6456200,JP3198900007,Japan
SREN,SWISS RE AG,Financials,189591481.2,0.16991,1764555,CH0126881561,Switzerland
RIO,RIO TINTO LTD,Materials,189374792.49,0.16971,2248888,AU000000RIO1,Australia
2914,JAPAN TOBACCO INC,Consumer Staples,187356443.01,0.1679,7109200,JP3726800000,Japan
6503,MITSUBISHI ELECTRIC CORP,Industrials,184216635.41,0.16509,11423500,JP3902400005,Japan
RI,PERNOD RICARD SA,Consumer Staples,184174372.21,0.16505,1203233,FR0000120693,France
6981,MURATA MANUFACTURING LTD,Information Technology,183745653.03,0.16467,10190700,JP3914400001,Japan
AHT,ASHTEAD GROUP PLC,Industrials,179678191.32,0.16102,2583608,GB0000536739,United Kingdom
ENGI,ENGIE SA,Utilities,179486856.7,0.16085,10647615,FR0010208488,France
DBK,DEUTSCHE BANK AG,Financials,179254276.87,0.16064,11366689,DE0005140008,Germany
388,HONG KONG EXCHANGES AND CLEARING L,Financials,178875987.51,0.1603,6408400,HK0388045442,Hong Kong
6273,SMC (JAPAN) CORP,Industrials,177361202.91,0.15895,337200,JP3162600005,Japan
PGHN,PARTNERS GROUP HOLDING AG,Financials,176456266.86,0.15813,133787,CH0024608827,Switzerland
EOAN,E.ON N,Utilities,174061168.12,0.15599,13324091,DE000ENAG999,Germany
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,169614013.26,0.152,13309600,JP3422950000,Japan
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,169154561.03,0.15159,18898500,JP3900000005,Japan
7751,CANON INC,Information Technology,168998217.62,0.15145,5957900,JP3242800005,Japan
6857,ADVANTEST CORP,Information Technology,167805080.03,0.15038,4524300,JP3122400009,Japan
ASSA B,ASSA ABLOY B,Industrials,166250520.5,0.14899,5963924,SE0007100581,Sweden
6702,FUJITSU LTD,Information Technology,165412057.88,0.14824,10352900,JP3818000006,Japan
UOB,UNITED OVERSEAS BANK LTD,Financials,164737935.09,0.14763,7440800,SG1M31001969,Singapore
8801,MITSUI FUDOSAN LTD,Real Estate,164724552.95,0.14762,15781000,JP3893200000,Japan
BAYN,BAYER AG,Health Care,162268953.56,0.14542,5803604,DE000BAY0017,Germany
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,162273018.1,0.14542,5611289,NL0011794037,Netherlands
FMG,FORTESCUE LTD,Materials,161743359.48,0.14495,10015478,AU000000FMG4,Australia
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,161638044.13,0.14485,2650148,ES0109067019,Spain
DSY,DASSAULT SYSTEMES,Information Technology,161058858.62,0.14434,3933149,FR0014003TT8,France
STMPA,STMICROELECTRONICS NV,Information Technology,161046734.96,0.14432,4022343,NL0000226223,France
HLN,HALEON PLC,Consumer Staples,160637041.93,0.14396,40184430,GB00BMX86B70,United Kingdom
DSV,DSV,Industrials,160557750.82,0.14389,1046847,DK0060079531,Denmark
LR,LEGRAND SA,Industrials,159991969.49,0.14338,1557246,FR0010307819,France
HEIA,HEINEKEN NV,Consumer Staples,159737469.99,0.14315,1703532,NL0000009165,Netherlands
KER,KERING SA,Consumer Discretionary,159411398.9,0.14286,439368,FR0000121485,France
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,158119151.7,0.1417,1216827,DE0007664039,Germany
6954,FANUC CORP,Industrials,157927046.73,0.14153,5629200,JP3802400006,Japan
6301,KOMATSU LTD,Industrials,156208592.4,0.13999,5469600,JP3304200003,Japan
ASM,ASM INTERNATIONAL NV,Information Technology,153197021.8,0.13729,263900,NL0000334118,Netherlands
VWS,VESTAS WIND SYSTEMS,Industrials,150089283.56,0.13451,5947978,DK0061539921,Denmark
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,149868304.09,0.13431,18183589,AU000000TCL6,Australia
8053,SUMITOMO CORP,Industrials,149142877.28,0.13366,6138200,JP3404600003,Japan
DTG,DAIMLER TRUCK HOLDING E AG,Industrials,148221278.64,0.13283,3157845,DE000DTR0CK8,Germany
ML,MICHELIN,Consumer Discretionary,148176880.1,0.13279,3973183,FR001400AJ45,France
TSCO,TESCO PLC,Consumer Staples,147978449.87,0.13261,42059133,GB00BLGZ9862,United Kingdom
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,147338182.76,0.13204,7212578,AU000000WOW2,Australia
5108,BRIDGESTONE CORP,Consumer Discretionary,147266574.62,0.13198,3393100,JP3830800003,Japan
PRU,PRUDENTIAL PLC,Financials,145349720.01,0.13026,16157855,GB0007099541,United Kingdom
8002,MARUBENI CORP,Industrials,144512076.96,0.12951,8441700,JP3877600001,Japan
EQNR,EQUINOR,Energy,144431986.62,0.12944,5302755,NO0010096985,Norway
PUB,PUBLICIS GROUPE SA,Communication,143942464.21,0.129,1336838,FR0000130577,France
4901,FUJIFILM HOLDINGS CORP,Information Technology,143196067.26,0.12833,6623300,JP3814000000,Japan
6723,RENESAS ELECTRONICS CORP,Information Technology,143141400.16,0.12828,8678000,JP3164720009,Japan
G,ASSICURAZIONI GENERALI,Financials,140258891.16,0.1257,5842455,IT0000062072,Italy
8591,ORIX CORP,Financials,139962050.12,0.12543,6866000,JP3200450009,Japan
RHM,RHEINMETALL AG,Industrials,139897351.8,0.12537,257232,DE0007030009,Germany
UMG,UNIVERSAL MUSIC GROUP NV,Communication,138187484.09,0.12384,4831838,NL0015000IY2,Netherlands
SAND,SANDVIK,Industrials,137851846.55,0.12354,6287113,SE0000667891,Sweden
HEXA B,HEXAGON CLASS B,Information Technology,136223814.35,0.12208,12247047,SE0015961909,Sweden
4543,TERUMO CORP,Health Care,132287258.85,0.11855,7945200,JP3546800008,Japan
ATCO B,ATLAS COPCO CLASS B,Industrials,132032742.16,0.11832,9062797,SE0017486897,Sweden
SSE,SSE PLC,Utilities,131807336.44,0.11812,6428384,GB0007908733,United Kingdom
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,130908488.28,0.11732,7567000,JP3890310000,Japan
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,130284248.99,0.11676,3957800,JP3519400000,Japan
RWE,RWE AG,Utilities,128909854.1,0.11552,3740867,DE0007037129,Germany
EVO,EVOLUTION,Consumer Discretionary,128338247.56,0.11501,1083896,SE0012673267,Sweden
ARGX,ARGENX,Health Care,127389999.64,0.11416,349571,NL0010832176,Belgium
8750,DAI-ICHI LIFE HOLDINGS INC,Financials,125131040.91,0.11214,5521800,JP3476480003,Japan
ORA,ORANGE SA,Communication,123525957.78,0.1107,10854583,FR0000133308,France
VIE,VEOLIA ENVIRON. SA,Utilities,122905104.3,0.11014,4028791,FR0000124141,France
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,122837229.46,0.11008,9246639,SE0000148884,Sweden
SE,SEA ADS REPRESENTING LTD CLASS A,Communication,122790806.7,0.11004,2181009,US81141R1005,Singapore
8802,MITSUBISHI ESTATE CO LTD,Real Estate,120658230.56,0.10813,6619400,JP3899600005,Japan
DSFIR,DSM FIRMENICH AG,Materials,120127448.99,0.10765,1097202,CH1216478797,Netherlands
NSIS B,NOVOZYMES B,Materials,120004517.65,0.10754,2195813,DK0060336014,Denmark
MRK,MERCK,Health Care,119150403.04,0.10678,761980,DE0006599905,Germany
TEF,TELEFONICA SA,Communication,118690328.27,0.10637,28135588,ES0178430E18,Spain
REP,REPSOL SA,Energy,116967496.9,0.10482,7296241,ES0173516115,Spain
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,115870351.5,0.10384,13063400,JP3866800000,Japan
CABK,CAIXABANK SA,Financials,115430863.61,0.10345,22456435,ES0140609019,Spain
VNA,VONOVIA SE,Real Estate,115265649.46,0.1033,4335663,DE000A1ML7J1,Germany
DANSKE,DANSKE BANK,Financials,114967592.38,0.10303,3969755,DK0010274414,Denmark
NWG,NATWEST GROUP PLC,Financials,114971915.99,0.10303,33544049,GB00BM8PJY71,United Kingdom
6178,JAPAN POST HOLDINGS LTD,Financials,114855465.8,0.10293,12467200,JP3752900005,Japan
SLHN,SWISS LIFE HOLDING AG,Financials,114816504.11,0.10289,172187,CH0014852781,Switzerland
5401,NIPPON STEEL CORP,Materials,112809433.82,0.1011,5037008,JP3381000003,Japan
SAMPO,SAMPO,Financials,111808810.53,0.1002,2659838,FI4000552500,Finland
STAN,STANDARD CHARTERED PLC,Financials,111811212.4,0.1002,13579304,GB0004082847,United Kingdom
GLE,SOCIETE GENERALE SA,Financials,111722091.59,0.10012,4243190,FR0000130809,France
GMAB,GENMAB,Health Care,111232634.54,0.09968,390530,DK0010272202,Denmark
6920,LASERTEC CORP,Information Technology,110571110.75,0.09909,455800,JP3979200007,Japan
VOD,VODAFONE GROUP PLC,Communication,110346960.87,0.09889,133570570,GB00BH4HKS39,United Kingdom
4452,KAO CORP,Consumer Staples,110325335.49,0.09887,2762600,JP3205800000,Japan
GEBN,GEBERIT AG,Industrials,109640576.36,0.09826,200367,CH0030170408,Switzerland
IMB,IMPERIAL BRANDS PLC,Consumer Staples,109567178.87,0.09819,5035035,GB0004544929,United Kingdom
6762,TDK CORP,Information Technology,109160856.91,0.09783,2304300,JP3538800008,Japan
KBC,KBC GROEP,Financials,109118873.13,0.09779,1462945,BE0003565737,Belgium
6594,NIDEC CORP,Industrials,108549083.27,0.09728,2478500,JP3734800000,Japan
NOKIA,NOKIA,Information Technology,108131405.72,0.0969,31432377,FI0009000681,Finland
669,TECHTRONIC INDUSTRIES LTD,Industrials,108060466.96,0.09684,8129500,HK0669013440,Hong Kong
FER,FERROVIAL,Industrials,106829196.72,0.09574,3017981,NL0015001FS8,Spain
7269,SUZUKI MOTOR CORP,Consumer Discretionary,105825631.04,0.09484,9307900,JP3397200001,Japan
8630,SOMPO HOLDINGS INC,Financials,105380467.58,0.09444,5311100,JP3165000005,Japan
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,105079129.61,0.09417,34461806,GB0005603997,United Kingdom
UPM,UPM-KYMMENE,Materials,104541799.27,0.09369,3144572,FI0009005987,Finland
9022,CENTRAL JAPAN RAILWAY,Industrials,104024701.7,0.09322,4486700,JP3566800003,Japan
7733,OLYMPUS CORP,Health Care,103800934.2,0.09302,7260900,JP3201200007,Japan
8604,NOMURA HOLDINGS INC,Financials,103729368.6,0.09296,17697400,JP3762600009,Japan
DNB,DNB BANK,Financials,102831229.78,0.09215,5367396,NO0010161896,Norway
6701,NEC CORP,Information Technology,101958548.1,0.09137,1439100,JP3733000008,Japan
4503,ASTELLAS PHARMA INC,Health Care,101536284.88,0.09099,10713100,JP3942400007,Japan
9020,EAST JAPAN RAILWAY,Industrials,100216370.25,0.08981,5320500,JP3783600004,Japan
COLO B,COLOPLAST B,Health Care,100105817.08,0.08971,782187,DK0060448595,Denmark
2802,AJINOMOTO INC,Consumer Staples,99207424.41,0.08891,2782000,JP3119600009,Japan
AER,AERCAP HOLDINGS NV,Industrials,99190448.7,0.08889,1184505,NL0000687663,Netherlands
HO,THALES SA,Industrials,99046552.38,0.08876,598734,FR0000121329,France
QBE,QBE INSURANCE GROUP LTD,Financials,98359984.39,0.08815,8745728,AU000000QBE9,Australia
2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,98338426.52,0.08813,2853900,JP3116000005,Japan
STMN,STRAUMANN HOLDING AG,Health Care,98323597.85,0.08811,667269,CH1175448666,Switzerland
4578,OTSUKA HOLDINGS LTD,Health Care,97818131.61,0.08766,2441900,JP3188220002,Japan
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,97001756.25,0.08693,994402,GB00BHJYC057,United Kingdom
SWED A,SWEDBANK,Financials,96911603.84,0.08685,4975781,SE0000242455,Sweden
STO,SANTOS LTD,Energy,96273652.33,0.08628,19458083,AU000000STO6,Australia
1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,96139760.71,0.08616,3451500,JP3505000004,Japan
UCB,UCB SA,Health Care,95474729.15,0.08556,746678,BE0003739530,Belgium
6971,KYOCERA CORP,Information Technology,95271762.0,0.08538,7648700,JP3249600002,Japan
ACA,CREDIT AGRICOLE SA,Financials,94260103.08,0.08447,6361845,FR0000045072,France
6326,KUBOTA CORP,Industrials,93161550.85,0.08349,5942700,JP3266400005,Japan
PHIA,KONINKLIJKE PHILIPS NV,Health Care,92961270.45,0.08331,4617228,NL0000009538,Netherlands
KNEBV,KONE,Industrials,92424886.48,0.08283,2006457,FI0009013403,Finland
SHL,SIEMENS HEALTHINEERS AG,Health Care,91153091.38,0.08169,1671465,DE000SHL1006,Germany
EBS,ERSTE GROUP BANK AG,Financials,91032796.48,0.08158,2001703,AT0000652011,Austria
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,90375226.04,0.08099,2601205,AU000000JHX1,Australia
1605,INPEX CORP,Energy,90288333.71,0.08091,5883200,JP3294460005,Japan
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,88476928.06,0.07929,558637,IL0010824113,Israel
CBK,COMMERZBANK AG,Financials,88328008.01,0.07916,6202341,DE000CBK1001,Germany
CLNX,CELLNEX TELECOM SA,Communication,88293036.85,0.07913,2712323,ES0105066007,Spain
AV.,AVIVA PLC,Financials,88254552.44,0.07909,15510241,GB00BPQY8M80,United Kingdom
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,88219146.59,0.07906,3425281,AU000000ALL7,Australia
KNIN,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,88163327.05,0.07901,320246,CH0025238863,Switzerland
ERIC B,ERICSSON B,Information Technology,87877715.67,0.07875,17212611,SE0000108656,Sweden
BEI,BEIERSDORF AG,Consumer Staples,87814234.89,0.0787,607759,DE0005200000,Germany
SY1,SYMRISE AG,Materials,87250160.43,0.07819,790374,DE000SYM9999,Germany
NICE,NICE LTD,Information Technology,87042311.82,0.078,374681,IL0002730112,Israel
HNR1,HANNOVER RUECK,Financials,86698989.88,0.0777,354225,DE0008402215,Germany
9735,SECOM LTD,Industrials,86366910.27,0.0774,1241700,JP3421800008,Japan
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,85080051.64,0.07625,8505129,SE0007100599,Sweden
SGE,SAGE GROUP PLC,Information Technology,84976908.17,0.07615,5963251,GB00B8C3BL03,United Kingdom
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,84823773.84,0.07602,6637228,US8816242098,Israel
SCMN,SWISSCOM AG,Communication,84799892.56,0.07599,151362,CH0008742519,Switzerland
7182,JAPAN POST BANK LTD,Financials,84493162.17,0.07572,8505700,JP3946750001,Japan
MONC,MONCLER,Consumer Discretionary,84470570.58,0.0757,1207711,IT0004965148,Italy
ESSITY B,ESSITY CLASS B,Consumer Staples,83615404.68,0.07493,3613196,SE0009922164,Sweden
VACN,VAT GROUP AG,Industrials,83511218.07,0.07484,161310,CH0311864901,Switzerland
SOON,SONOVA HOLDING AG,Health Care,83267737.53,0.07462,305382,CH0012549785,Switzerland
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,83207309.4,0.07457,1249359,GB00BDCPN049,Netherlands
BXB,BRAMBLES LTD,Industrials,82790987.57,0.07419,8232714,AU000000BXB1,Australia
