symbol,name,sector,market_value,index_weight,amount_shares,isin,country
SMCI,SUPER MICRO COMPUTER INC,Information Technology,1126537782.72,1.93292,1213314,US86800U1043,United States
MSTR,MICROSTRATEGY INC CLASS A,Information Technology,427604068.8,0.73369,353930,US5949724083,United States
FIX,COMFORT SYSTEMS USA INC,Industrials,246624258.4,0.42316,843910,US1999081045,United States
ELF,ELF BEAUTY INC,Consumer Staples,215182173.43,0.36921,1284593,US26856L1035,United States
ONTO,ONTO INNOVATION INC,Information Technology,207138783.75,0.35541,1166125,US6833441057,United States
LNW,LIGHT WONDER INC,Consumer Discretionary,189941193.12,0.3259,2156952,US80874P1093,United States
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,188092686.14,0.32273,1695598,IE00BLNN3691,United States
PR,PERMIAN RESOURCES CORP CLASS A,Energy,186979543.62,0.32082,10883559,US71424F1057,United States
APG,API GROUP CORP,Industrials,186831931.02,0.32057,4998179,US00187Y1001,United States
SSD,SIMPSON MANUFACTURING INC,Industrials,186005036.25,0.31915,1021725,US8290731053,United States
CHRD,CHORD ENERGY CORP,Energy,178950667.95,0.30704,1001683,US6742152076,United States
MTDR,MATADOR RESOURCES,Energy,174986781.84,0.30024,2702916,US5764852050,United States
CVNA,CARVANA CLASS A,Consumer Discretionary,174972933.8,0.30022,2459212,US1468691027,United States
BRBR,BELLRING BRANDS INC,Consumer Staples,170100258.35,0.29186,3136645,US07831C1036,United States
CHX,CHAMPIONX CORP,Energy,169723789.92,0.29121,4678164,US15872M1045,United States
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,169134463.41,0.2902,919259,US03820C1053,United States
FTAI,FTAI AVIATION LTD,Industrials,162074193.51,0.27809,2380993,KYG3730V1059,United States
HQY,HEALTHEQUITY INC,Health Care,161967819.85,0.27791,2028401,US42226A1079,United States
ITCI,INTRA CELLULAR THERAPIES INC,Health Care,160699320.0,0.27573,2231935,US46116X1019,United States
UFPI,UFP INDUSTRIES INC,Industrials,158806539.75,0.27248,1435215,US90278Q1085,United States
MUR,MURPHY OIL CORP,Energy,158312183.83,0.27163,3503257,US6267171022,United States
VKTX,VIKING THERAPEUTICS INC,Health Care,157797257.46,0.27075,2440038,US92686J1060,United States
ATI,ATI INC,Materials,157020488.8,0.26942,3072808,US01741R1023,United States
CMC,COMMERCIAL METALS,Materials,154660283.36,0.26537,2797762,US2017231034,United States
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,153265546.1,0.26297,2428931,US85208M1027,United States
PCVX,VAXCYTE INC,Health Care,153212988.46,0.26288,2527433,US92243G1085,United States
CYTK,CYTOKINETICS INC,Health Care,152360747.0,0.26142,2274041,US23282W6057,United States
GTLS,CHART INDUSTRIES INC,Industrials,152237450.45,0.26121,1024685,US16115Q3083,United States
ATKR,ATKORE INC,Industrials,152051833.26,0.26089,888257,US0476491081,United States
ENSG,ENSIGN GROUP INC,Health Care,150733157.12,0.25863,1294069,US29358P1012,United States
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,147938514.24,0.25383,1458672,US8163001071,United States
PBF,PBF ENERGY INC CLASS A,Energy,146140184.19,0.25075,2633631,US69318G1067,United States
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,145977260.94,0.25047,1395843,US78377T1079,United States
RMBS,RAMBUS INC,Information Technology,144904533.54,0.24863,2566499,US7509171069,United States
FN,FABRINET,Information Technology,144815476.4,0.24848,876607,KYG3323L1005,United States
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,144678647.58,0.24824,705543,US26603R1068,United States
QLYS,QUALYS INC,Information Technology,144356845.8,0.24769,886495,US74758T3032,United States
SPSC,SPS COMMERCE INC,Information Technology,142722926.39,0.24488,874903,US78463M1071,United States
SSB,SOUTHSTATE CORP,Financials,141565443.4,0.2429,1850045,US8404411097,United States
BECN,BEACON ROOFING SUPPLY INC,Industrials,140862879.9,0.24169,1507845,US0736851090,United States
MLI,MUELLER INDUSTRIES INC,Industrials,139621832.16,0.23956,2668613,US6247561029,United States
CIVI,CIVITAS RESOURCES INC,Energy,139420949.85,0.23922,1939365,US17888H1032,United States
AAON,AAON INC,Industrials,137203838.32,0.23542,1609618,US0003602069,United States
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,133966142.31,0.22986,2479477,US87724P1066,United States
FLR,FLUOR CORP,Industrials,133851294.63,0.22966,3413703,US3434121022,United States
NXT,NEXTRACKER INC CLASS A,Industrials,133487180.23,0.22904,2997691,US65290E1010,United States
SM,SM ENERGY,Energy,133436288.32,0.22895,2777608,US78454L1008,United States
ESNT,ESSENT GROUP LTD,Financials,133020086.46,0.22824,2525538,BMG3198U1027,United States
MTH,MERITAGE CORP,Consumer Discretionary,130216433.01,0.22343,867589,US59001A1025,United States
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,129730154.39,0.22259,649853,US9427491025,United States
BPMC,BLUEPRINT MEDICINES CORP,Health Care,128817789.1,0.22103,1449019,US09627Y1091,United States
NOVT,NOVANTA INC,Information Technology,127900151.08,0.21945,852554,CA67000B1040,United States
BCC,BOISE CASCADE,Industrials,127760632.75,0.21921,948835,US09739D1000,United States
ETRN,EQUITRANS MIDSTREAM CORP,Energy,127472471.0,0.21872,10405916,US2946001011,United States
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,127198958.04,0.21825,1163547,US0028962076,United States
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,127171617.01,0.2182,566239,US45780R1014,United States
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,125507856.24,0.21535,1318914,US55405Y1001,United States
BMI,BADGER METER INC,Information Technology,124426082.64,0.21349,697143,US0565251081,United States
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,123799169.61,0.21242,1340253,US1474481041,United States
SPXC,SPX TECHNOLOGIES INC,Industrials,123766953.38,0.21236,1051814,US78473E1038,United States
OPCH,OPTION CARE HEALTH INC,Health Care,123401405.7,0.21173,3993573,US68404L2016,United States
TENB,TENABLE HOLDINGS INC,Information Technology,122588497.35,0.21034,2780415,US88025T1025,United States
NSIT,INSIGHT ENTERPRISES INC,Information Technology,121945492.0,0.20923,673732,US45765U1034,United States
NE,NOBLE CORPORATION PLC,Energy,121395708.0,0.20829,2688720,GB00BMXNWH07,United States
ONB,OLD NATIONAL BANCORP,Financials,120754445.94,0.20719,7652373,US6800331075,United States
RVMD,REVOLUTION MEDICINES INC,Health Care,119072692.44,0.20431,3323268,US76155X1000,United States
CBT,CABOT CORP,Materials,117707639.28,0.20196,1297912,US1270551013,United States
COOP,MR COOPER GROUP INC,Financials,117515102.65,0.20163,1550945,US62482R1077,United States
TRNO,TERRENO REALTY REIT CORP,Real Estate,116777753.25,0.20037,2132927,US88146M1018,United States
HALO,HALOZYME THERAPEUTICS INC,Health Care,116453363.22,0.19981,3079962,US40637H1095,United States
MMS,MAXIMUS INC,Industrials,116031186.6,0.19909,1449665,US5779331041,United States
FCFS,FIRSTCASH HOLDINGS INC,Financials,115820067.76,0.19872,899783,US33768G1076,United States
FSS,FEDERAL SIGNAL CORP,Industrials,115804295.76,0.1987,1420563,US3138551086,United States
VRNS,VARONIS SYSTEMS INC,Information Technology,112230001.6,0.19256,2599120,US9222801022,United States
EXLS,EXLSERVICE HOLDINGS INC,Industrials,112172773.44,0.19247,3852087,US3020811044,United States
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,111557032.09,0.19141,3529169,US98983L1089,United States
JXN,JACKSON FINANCIAL INC CLASS A,Financials,110516999.91,0.18963,1716369,US46817M1071,United States
SUM,SUMMIT MATERIALS INC CLASS A,Materials,109865549.72,0.18851,2855876,US86614U1007,United States
FELE,FRANKLIN ELECTRIC INC,Industrials,109581530.05,0.18802,1090255,US3535141028,United States
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,109161069.22,0.1873,1491679,US8448951025,United States
BCPC,BALCHEM CORP,Materials,108374042.0,0.18595,757225,US0576652004,United States
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,107906640.96,0.18515,4201972,US5596631094,United States
GKOS,GLAUKOS CORP,Health Care,107547223.77,0.18453,1130529,US3773221029,United States
HOMB,HOME BANCSHARES INC,Financials,107347894.38,0.18419,4623079,US4368932004,United States
GATX,GATX CORP,Industrials,107325176.64,0.18415,838216,US3614481030,United States
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,106678438.4,0.18304,5188640,US49803T3005,United States
ASGN,ASGN INC,Industrials,106354029.6,0.18248,1113072,US00191U1025,United States
STNE,STONECO LTD CLASS A,Financials,106091777.54,0.18203,6952279,KYG851581069,United States
ALTR,ALTAIR ENGINEERING INC CLASS A,Information Technology,105994794.08,0.18187,1312304,US0213691035,United States
MOGA,MOOG INC CLASS A,Industrials,105489660.08,0.181,690739,US6153942023,United States
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Financials,105423875.34,0.18089,1911931,US0256762065,United States
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,104411132.57,0.17915,493693,US0434361046,United States
UBSI,UNITED BANKSHARES INC,Financials,104259872.16,0.17889,3147943,US9099071071,United States
WIRE,ENCORE WIRE CORP,Industrials,102816315.0,0.17641,358245,US2925621052,United States
MOD,MODINE MANUFACTURING,Consumer Discretionary,102815316.24,0.17641,1227499,US6078281002,United States
KNF,KNIFE RIVER CORP,Materials,102506491.5,0.17588,1352150,US4988941047,United States
POR,PORTLAND GENERAL ELECTRIC,Utilities,102501544.1,0.17587,2455715,US7365088472,United States
HRI,HERC HOLDINGS INC,Industrials,101878907.48,0.1748,675724,US42704L1044,United States
LNTH,LANTHEUS HOLDINGS INC,Health Care,100703651.49,0.17279,1615653,US5165441032,United States
HAE,HAEMONETICS CORP,Health Care,99639555.6,0.17096,1193860,US4050241003,United States
CADE,CADENCE BANK,Financials,99590761.53,0.17088,3776669,US12740C1036,United States
CVLT,COMMVAULT SYSTEMS INC,Information Technology,99453187.05,0.17064,1056327,US2041661024,United States
TNET,TRINET GROUP INCINARY,Industrials,98755664.0,0.16945,762592,US8962881079,United States
KBH,KB HOME,Consumer Discretionary,98577038.0,0.16914,1631800,US48666K1097,United States
ITRI,ITRON INC,Information Technology,98337292.8,0.16873,1086720,US4657411066,United States
TDW,TIDEWATER INC,Energy,98269516.64,0.16861,1106888,US88642R1095,United States
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,97970766.72,0.1681,1042464,BMG812761002,United States
NJR,NEW JERSEY RESOURCES CORP,Utilities,97944380.33,0.16805,2321507,US6460251068,United States
FUL,HB FULLER,Materials,97888159.75,0.16796,1285465,US3596941068,United States
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,97377758.98,0.16708,4358897,US02553E1064,United States
APPF,APPFOLIO INC CLASS A,Information Technology,97342518.96,0.16702,458104,US03783C1009,United States
